	mean0	std0	mean1	std1	mean2	std2	mean3	std3	mean4	std4
OV_RandomForestClassifier(max_depth=2)	0.7392625529477987	0.06986585832078744	0.705616097904024	0.11980855058765204	0.7394538015316386	0.10718167890329493	0.7763567773937257	0.09465729596088976	0.7723236793563516	0.0807761419445844
PAAD_RandomForestClassifier(max_depth=2)	0.891024789164324	0.0412699473762783	0.8385393742755252	0.11341939183806488	0.8895769554739763	0.05950365190702363	0.8641095320664788	0.10028358105323526	0.7939525721325928	0.0863866770023571
PCPG_RandomForestClassifier(max_depth=2)	0.8027634227174103	0.09344870903926474	0.7283897094143091	0.08108504471183767	0.7536947392772215	0.07875667509935354	0.7260752037750332	0.07766196528038495	0.7752020021005219	0.04350304180219682
PRAD_RandomForestClassifier(max_depth=2)	0.804009330559997	0.06970293258221019	0.8106786406575581	0.06127333440243529	0.8154421473794904	0.03355060238757953	0.8182571128494749	0.061220010473240064	0.7954994053118177	0.028697026748716048
SARC_RandomForestClassifier(max_depth=2)	0.8920422614851686	0.04719342364953044	0.8926016413998648	0.01833323653307166	0.9226317452680373	0.014848611802494449	0.9070697679570702	0.024894822422729113	0.8726299173561156	0.02245959274214563
SKCM_RandomForestClassifier(max_depth=2)	0.40576504157902055	0.04659860741714607	0.42740425101456886	0.06026018194530626	0.3657055458981221	0.059199863783500804	0.4004570210582177	0.07375461481243278	0.39456696938388425	0.01802112992211707
TGCT_RandomForestClassifier(max_depth=2)	0.9818371511603033	0.01900935123598552	0.9727510584653443	0.010177316166870693	0.9773324926127864	0.022655745655594455	0.9728002746607397	0.01892131545980482	0.9682621380999337	0.012345109061616219
THCA_RandomForestClassifier(max_depth=2)	0.6407485881642291	0.023281375776554678	0.6612311730442287	0.039743662165968925	0.6297722727363909	0.03758037438660453	0.6727767207589109	0.030801891096673816	0.640593733575319	0.05429806247104681
THYM_RandomForestClassifier(max_depth=2)	0.8027060351818561	0.1224761543156305	0.8766460934477128	0.01752831505333019	0.8691191111675171	0.05012339860581669	0.8954563971414067	0.039245083373886255	0.8383578437123723	0.06645280541667162
UCEC_RandomForestClassifier(max_depth=2)	0.5365576409698184	0.04404512648545333	0.6241159739427544	0.06817907005184912	0.5835578444229645	0.026512195641160422	0.5980625591951949	0.0618768103832998	0.5982431934527936	0.07051923898146674
UVM_RandomForestClassifier(max_depth=2)	0.9076415009826775	0.060390380896718714	0.907449912660439	0.05578150415274598	0.8325291910703675	0.153621810449551	0.8565140894193526	0.16096806589331633	0.910102547744653	0.07400018647422316
