	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
TCGA-A1-A0SG	0.29227126	1.2023883	0.0	1.1454632	0.0	1.629628	1.8026495	0.5242559	0.7154916	2.2219303	1.2462375	1.0541192	0.2698145	1.8841786	1.1488014	2.4880059	0.0	0.88184154	0.2755944	1.3335513	1.233102	1.2243555	1.457651	1.4019802	0.3498789	0.84524655	0.324582	1.1192813	1.0986962	0.0	0.85006267	0.6134896	0.8132583	0.045016527	0.0	0.0	0.0	0.84322333	0.007066846	2.417574	2.1391242	1.1235653	1.5245088	0.29649198	1.6023307	0.72835714	0.46969867	0.39423943	0.0	1.1402663	1.2736577	0.26840317	0.47040176	2.0166469	1.6151416	0.0	0.4019091	1.0193658	0.70700485	0.5969663	0.0	1.5443375	0.26720962	0.5111458	0.16005766	0.48209238	0.94357514	0.25776196	1.7972026	1.3025854	0.8895877	0.0	1.8385042	0.7509283	0.0	1.1283495	0.061609864	0.82059	0.7443379	0.9018173	0.0	1.4537926	0.6973883	1.528538	0.68451345	0.37961078	0.44206488	1.1793308	1.4944448	0.5689608	1.8449342	1.975856	0.69314873	1.4042325	0.0	0.0	0.98654497	0.0	0.71580744	0.0
TCGA-A1-A0SH	0.021333873	0.59545743	0.0	1.462584	1.1664982	1.0719941	1.383189	0.71077096	0.0	3.0048225	0.21193457	0.38904822	1.6805393	1.5708311	1.1220583	1.7882833	1.6447179	0.78995585	0.0	1.7070181	1.0399665	1.3274317	1.5341563	0.0	1.252718	0.0	0.6604341	1.1785388	0.0	0.0	0.64510113	0.0	0.76077783	0.8355764	0.0	0.0	0.20063582	0.38542366	0.12124652	1.857557	0.5235844	1.4614012	2.6938725	0.41323686	1.1579804	0.2913456	0.48469436	0.0	0.0	1.1158352	0.4295591	0.0	0.0	1.1912235	1.1241839	0.0	1.2236081	0.7719917	0.7468491	1.173695	0.0	0.19176674	0.79356366	0.0	0.17017472	1.0011444	0.0	1.4954245	0.0	0.7802944	2.2913291	0.0	1.144772	0.13507879	0.0	0.62036586	0.0	1.0010054	0.4974882	1.5289952	0.0	1.0306988	0.039072514	1.0514653	0.2943821	2.1269307	0.0	1.9408901	1.4827992	0.15279365	1.959382	1.1180543	0.30248237	0.12305346	0.0	0.3623811	0.30376935	0.39356828	0.34761888	1.114377
TCGA-A1-A0SI	0.6237516	0.10480189	0.18020023	0.8282122	0.70931244	1.9078975	1.3125601	0.3667978	0.100346744	1.9609027	0.46817765	0.46397716	2.4046366	1.9800988	1.2683736	1.5215584	0.86637723	1.2675573	0.0	1.5538473	1.4110656	0.6371727	0.97640955	0.9209895	0.48742798	0.15548003	0.42487636	0.19378757	0.0	0.0	0.24384242	0.78188026	1.2330492	0.0	0.0	0.21365899	0.0	1.0772755	0.67862535	1.0896084	0.9169901	1.473316	2.8507352	1.5548165	1.4659162	0.31555176	1.6737801	0.0	0.43187618	0.5696244	0.66932154	0.7295992	0.37323797	0.99231064	1.3491795	0.0	1.1803279	0.7239258	0.42686737	0.6528386	0.052881718	2.11465	1.0694784	0.6546962	0.55011505	1.2095346	0.0	0.7523907	0.0	0.6924209	1.020915	0.0	1.8928475	0.47761858	0.0	0.9239558	0.0	0.70662177	0.30358613	1.1663594	0.22314838	0.44411182	0.40335998	0.25642395	0.79816794	1.340909	0.0	1.3180449	1.4347662	0.38021612	2.0622048	1.3170723	0.0	0.6413387	0.0	0.8497545	0.61305	0.45823097	0.626795	0.5121553
TCGA-A1-A0SJ	0.48461178	1.1217487	0.2700967	0.9147883	0.6810273	0.9734434	0.9184593	1.3300906	0.5771243	1.5063419	0.753875	1.5359845	0.08524275	1.646001	1.9943267	2.5470176	0.84661335	0.015441358	0.0	0.65067005	0.8415811	1.2865436	0.7289501	0.0	0.0	0.34236252	1.2835579	2.039997	0.48817813	0.0	0.7450875	1.2721418	1.4006729	0.0	0.45328447	0.8544371	0.0	1.1866548	0.9008671	3.2357392	2.4103107	1.7632811	0.86799765	0.7853687	0.9485023	1.8935091	0.0	0.0	0.0	0.07754755	3.2408383	0.0	0.3428231	1.7225447	0.6074997	0.0	0.37744558	0.6483666	1.1030891	0.45662618	0.0	0.5283089	0.0	0.0	0.0	1.444754	0.028015465	0.0	0.962848	0.7055085	1.4345803	0.0	1.929156	0.0	1.3272696	2.6516616	1.307111	0.62831223	1.6365399	1.009559	0.0	1.183425	1.1646501	1.2191291	0.3198099	0.23445523	1.2539669	0.6260482	0.74248135	0.22533035	1.8115814	1.3757364	1.3928863	1.7610598	0.4956142	0.0	1.5596019	0.034267187	0.20092297	0.33704603
TCGA-A1-A0SK	0.0	1.0553783	1.4007425	0.47405815	0.31611812	2.832877	1.0880178	0.53201675	0.7895927	1.1715633	0.0	2.424627	0.0	1.4248126	3.8584652	2.7948616	0.14021528	0.59972656	0.73203963	0.341457	0.12296462	0.0	1.2088969	0.28179073	0.0	0.0	0.07783812	0.49082232	0.0	0.0	0.6724809	1.3133924	0.0	1.3898708	0.30887505	1.4998343	1.5368588	0.0	1.3449873	2.6057005	3.7523246	0.7423987	0.03011489	0.13323069	2.7692485	0.9974414	0.72782975	0.0	0.0056233406	0.0	1.6579744	0.1450398	1.3474789	0.59778273	3.1978602	0.0	1.140317	2.8169026	0.56587434	1.6827722	0.58525735	0.4262734	0.8243825	0.0	2.0210238	0.9216276	2.2518694	1.6407369	1.5451753	0.8917179	0.0	0.0	1.6635853	0.0	1.8095002	2.7709606	0.0	1.9538268	0.0	0.0	0.4890275	0.0	2.2321944	0.0	2.191425	1.4283066	0.075182915	0.0	1.3842041	0.0	2.5591753	2.6909828	1.6382532	0.0	0.0	2.1768022	0.0	1.8804483	0.69977677	1.0582774
TCGA-A1-A0SM	0.0	0.0	1.3681123	1.0429856	0.8233142	1.1767867	1.2226497	1.0802819	0.22048753	1.3254285	0.86221296	0.8045104	1.2512664	0.56896114	0.40221786	2.8821876	1.5311092	0.6213279	0.0	1.3108025	0.71766853	1.2461731	1.7273158	1.0614581	0.0	0.0	0.7907508	0.26997387	0.0	0.0	0.035518646	0.0	2.0355053	0.49457884	0.0	0.0	0.01872322	0.5641225	0.8285398	1.8400182	0.87461	1.125226	2.7196121	0.07013202	0.8140451	0.27535534	0.40185195	0.0	0.0	1.0837963	1.5919139	1.0460986	1.5815527	2.639595	0.0	0.0	0.37695765	0.20150018	0.6121937	1.016844	0.09477383	0.57413334	0.5945059	0.36946428	0.93550336	1.2875545	0.0	1.7481533	0.0	0.5643314	0.46033424	0.09714651	1.5777147	0.0	0.6490848	1.0556284	0.39795232	0.93102586	0.8244044	1.608924	0.0	1.1282635	0.52235496	1.373524	0.9959835	0.96286154	0.0	2.5315242	1.1044205	0.2913077	1.487479	0.93339264	0.8328445	0.0	0.4735881	0.36214685	0.7538179	0.14083242	0.6130176	0.0
TCGA-A1-A0SN	0.42223495	1.5330868	1.181953	0.9599246	0.506423	1.1654391	0.65659547	1.528138	1.0446429	1.3129791	0.8648792	1.3448517	0.0	0.0	1.1520054	3.506829	1.7604276	0.74266016	0.0	0.6418886	0.512614	1.2753975	1.7092113	0.5642638	0.0	0.0	0.9715899	1.5622835	0.0	0.007628709	0.5979809	0.0	1.3004656	0.0	0.0	0.5514792	0.07325357	0.15891266	1.1849097	0.62354815	1.0154774	1.4698027	2.598866	0.34898543	1.5092313	1.1561509	0.15629125	0.0	0.0	0.7691996	0.54261005	1.0723662	1.0998383	0.5006535	0.49370444	0.0	1.2764966	0.9178219	0.59861004	0.83979225	0.6691778	0.14993179	0.10308656	1.1041622	1.2969549	1.3842702	0.0	1.6925335	0.35437846	0.2678479	2.3111012	0.0	2.2976522	0.0	0.66960096	1.9986405	0.33559668	0.55662835	0.47754753	1.306014	0.0	0.4254539	0.35013357	1.469976	0.022227526	1.2877198	0.0	2.2738023	1.0000558	0.0	2.1932762	1.1272889	0.0	0.70906836	0.43393382	0.12157357	0.031396866	0.56567335	0.45138156	0.0
TCGA-A1-A0SO	0.9037833	1.7845874	0.95442873	1.7048922	0.0	0.6491488	1.1224844	0.9309846	2.1190553	1.0684307	0.8199163	2.646699	1.9797468	2.377913	1.6874409	2.9899988	1.1664504	0.9598768	0.6742684	1.312796	0.6925125	1.4263344	1.3621283	1.8888233	0.0	0.8640887	0.16358656	0.0	0.37421238	0.0	0.0	0.85441184	1.4601061	0.8144765	0.04591483	1.1693059	0.3828784	0.0	1.7542467	3.0449257	2.0163517	0.6941917	1.8925884	1.0944347	2.848644	0.21949589	0.52575696	0.68540263	1.6321373	0.0	0.38290107	1.8906288	0.24122648	1.1528429	0.53109205	0.0	2.2312732	2.0617862	0.67860985	1.3239139	0.75042605	1.4227693	1.0270765	0.0	1.8257684	1.6437252	0.97764903	1.0373288	1.0735295	0.9271775	0.3186438	0.0	2.5925155	0.18823814	1.0355074	0.8831185	0.0	0.9235339	0.26819798	1.0040882	0.112918615	0.0	0.5831516	0.8347945	2.9197123	0.94094193	0.0	0.0	1.802516	0.0	2.3640342	1.2277462	1.165444	0.0	1.548215	1.83498	0.45693052	0.5880935	0.0	0.17469144
TCGA-A1-A0SP	0.39827186	0.18373978	1.0586731	0.5925909	1.0244718	2.199846	1.4336692	0.0	1.5127883	0.53931296	0.15697247	1.1106845	0.7014757	1.152975	0.5693983	1.1419967	0.7501958	1.7053303	1.1824881	0.80463815	0.19416451	0.0	0.895897	0.4884572	0.5735636	1.5863322	0.3421328	1.0606976	0.4379692	0.0	1.595994	0.74926203	0.0	1.552094	0.0	1.0868851	1.235769	0.0	1.1871251	1.0045115	4.29184	0.0	1.3671414	0.24159765	1.477518	0.08512306	0.27189648	0.0	0.6837194	0.0	0.0	0.74509573	1.9772258	1.8767614	1.6578797	0.0	0.36948633	2.2088294	0.0	0.90428054	0.0	0.810894	1.1135699	0.0	0.5484416	2.0538776	2.5313613	1.1152096	0.6928551	1.070091	0.0	0.0	1.2626855	0.18787348	2.3712273	1.3840023	0.0	0.9779403	0.12019688	0.0	0.0	0.2882254	1.5402691	0.0	1.7874323	0.5415049	0.105192065	1.0014735	1.6515502	0.0	1.7040641	0.99054575	0.5806702	0.24301532	0.0	2.3077817	0.25185764	1.2786055	0.0	0.82031703
TCGA-A1-A0SQ	0.520399	0.69415414	0.88059604	1.1101338	0.0	2.7134552	0.9194137	2.185575	0.5232878	0.5714828	0.055252075	0.93902856	0.09305334	2.2608442	2.064307	1.7835888	0.6154336	0.8007567	0.0	0.0	1.6625633	0.038282394	1.7342585	0.95952034	0.0	0.21423626	0.41353488	1.4730563	0.60549474	0.0	0.07787573	0.80692494	1.306388	0.0	0.0	0.57173085	0.091140434	0.8096298	0.9696287	2.583186	1.7696948	2.0225863	1.1691091	0.91442585	0.9532598	0.74424255	0.8896798	0.0	0.0	1.2585322	0.91198754	0.0	2.4627576	1.1568133	1.1839994	0.30664957	0.55508554	0.20581663	0.6588033	0.60793215	0.0	1.093124	0.2736963	0.0	0.9955565	1.027149	0.0	1.5981456	0.45146424	0.60280085	1.092901	0.7685648	2.4734807	0.0	0.0	2.4171324	1.5130754	0.22267985	1.5038376	1.5114748	0.0	1.7792948	2.8392718	1.1141553	0.6900692	0.36199403	0.017097592	1.0736353	0.3698957	0.53519	1.6924568	0.39636028	0.0	1.0326179	0.6752062	0.056792736	0.5970471	0.0	0.59104985	0.0
TCGA-A2-A04N	0.0	0.6574965	0.0	0.8828109	0.25000596	1.5749264	1.6826608	0.49679422	0.6230207	2.123193	1.2083755	1.2429776	0.13775945	1.4233744	0.8645017	2.502136	0.0	0.9839511	0.9720014	1.5681725	1.8328129	1.3434784	2.0146322	1.1355743	0.58584327	0.25756478	0.49676752	1.3608072	0.14770722	0.0	1.1037996	0.49895877	0.20210269	0.5232148	0.0	0.0	0.0	0.71330184	0.037029505	1.8209512	1.9855642	0.8362549	1.4481461	0.46642613	1.3021674	0.49104494	0.2946372	0.55611944	0.0	0.7821953	1.336269	0.14467657	0.44347143	1.7359064	1.5831985	0.0	0.6370203	1.1332105	0.8157757	1.2148349	0.0	1.332944	0.70711035	0.7181803	0.64050126	0.97131866	0.5411663	1.59321	1.0770857	0.7242756	0.47657126	0.0	1.9246798	0.19018197	0.0	1.3243382	0.085493445	0.87893057	0.60106766	0.8289217	0.0	1.4512496	0.0	1.3450766	1.0440612	0.8538919	0.6372087	0.93565226	0.96479213	0.33010364	1.7642262	2.208239	1.3942025	0.8458598	0.0	0.0	0.75362617	0.42318225	0.5561462	0.069289446
TCGA-A2-A04P	0.6308537	1.1185268	1.4232605	0.0	0.066655874	1.5230207	2.4098535	1.4867443	0.0	0.3372563	0.0	2.8511505	1.535187	0.23099792	0.0	1.2666782	0.0	0.95794076	1.1129309	1.6828191	2.0174975	0.83400536	0.79928917	1.1958225	0.0	0.39836812	0.55726475	0.762344	1.787048	0.3504637	1.3065611	0.69901866	0.0	1.2783023	0.27806783	0.7511005	0.0884785	2.112105	1.2092406	1.5476353	1.5569127	0.043011308	2.5134773	0.92520106	2.0606933	0.7385205	0.5180993	0.0	0.41984773	0.5502827	0.0	0.08125281	0.501722	2.4223282	0.33001196	0.189973	1.6355196	0.45646	0.0	0.3454361	0.51731783	1.5399598	1.6451641	1.5885863	1.3446037	2.3810074	1.1915967	0.7558678	0.0	0.3341158	0.0	1.3225838	1.1219827	0.90211594	0.0	0.032981396	0.1159451	0.442127	0.020725898	1.0215364	1.3052042	0.41619992	0.0	0.8833854	1.5881428	0.29967248	0.7454957	1.5648497	1.1162124	0.0	0.0	2.0556972	1.4678023	0.35977203	0.50906837	0.26182443	0.0	0.5468924	0.0	0.0
TCGA-A2-A04Q	1.9370954	0.9213641	0.5533627	0.32869148	0.5656203	1.1482325	1.0064481	0.0	0.24607497	0.75403976	0.0	1.159241	0.9920683	1.095951	0.52175367	1.2595955	0.2452637	2.4046469	0.26690686	1.0827885	1.584806	0.56975603	1.528246	0.10983086	0.442376	0.6657102	0.10730356	0.075541586	0.90893286	0.0	1.6362228	0.97631466	0.0	0.9554924	0.0	0.9132985	0.0	1.2185194	1.1230017	1.6178049	2.4763315	0.53682935	2.2220368	0.44639313	0.6859603	0.34974527	0.55177873	0.08506656	0.7547052	0.52271295	0.0	0.7827687	0.03134404	1.8207331	0.0	0.0	0.28300357	0.8576672	0.0	1.2070684	0.22220826	0.6156376	1.0481321	0.0882225	0.3941626	1.3678861	0.7778349	2.2209997	1.441541	0.95118344	0.0	0.48814797	1.8970674	0.036894917	0.60512316	1.4411628	0.00268507	0.67205274	0.5215967	0.66846204	0.9153725	0.11892915	0.30869228	0.34401178	0.96360254	0.7027547	1.2011523	1.4284947	2.460717	0.5672139	0.7594969	0.9685632	0.0	0.7459658	0.08148095	0.8536737	0.27795494	1.6648682	0.27365607	0.20400167
